Tempo,Temp In (C),Temp Amb (C)
3,-0.23,38.12
3,26.27,38.12
3,26.73,38.12
4,26.27,38.61
4,26.73,38.12
4,26.97,38.12
4,26.97,38.12
4,26.73,38.12
5,26.97,38.12
5,26.97,38.12
5,27.20,38.12
5,26.97,38.12
5,26.97,38.12
6,27.20,38.12
6,27.44,38.12
6,27.67,38.12
6,27.44,39.10
6,27.91,38.61
7,27.20,38.12
7,27.91,38.12
7,27.44,38.61
7,27.67,38.12
7,27.91,38.12
8,27.44,38.12
8,27.44,38.12
8,27.67,38.61
8,27.67,38.12
8,27.44,38.12
9,27.91,38.12
9,27.67,38.12
9,27.91,38.12
9,27.44,38.12
9,27.91,38.12
10,27.91,38.12
10,27.67,38.12
10,27.91,38.12
10,27.67,38.12
10,28.14,38.12
11,28.14,38.12
11,27.91,37.63
11,28.14,38.12
11,27.91,38.12
11,27.91,38.12
12,27.67,37.63
12,27.67,38.12
12,27.91,38.12
12,28.14,38.12
12,27.91,38.12
13,28.38,38.12
13,27.91,38.61
13,27.91,38.12
13,27.91,38.12
13,27.91,38.12
14,27.67,37.63
14,27.91,37.63
14,27.67,38.12
14,27.44,38.12
14,27.67,38.12
15,27.91,37.63
15,28.14,38.12
15,27.91,38.12
15,27.91,38.12
15,27.44,38.12
16,27.91,37.63
16,28.14,38.12
16,28.14,38.12
16,28.14,38.12
16,28.14,37.63
17,27.91,38.12
17,28.14,38.12
17,28.14,37.63
17,28.38,37.63
17,27.91,38.12
18,27.91,37.63
18,28.38,38.12
18,28.14,37.63
18,28.14,38.12
18,27.91,37.63
19,28.38,37.63
19,28.14,37.63
19,28.14,37.63
19,28.38,37.63
19,28.38,38.12
20,28.61,38.12
20,28.14,37.63
20,27.91,38.12
20,28.14,37.63
20,28.38,37.63
21,27.91,38.12
21,27.91,37.63
21,28.38,37.63
21,28.14,38.12
21,28.38,38.12
22,28.14,38.12
22,28.61,38.12
22,27.91,38.12
22,27.91,38.12
22,28.14,37.63
23,27.67,38.12
23,28.14,38.12
23,28.38,38.12
23,28.14,38.12
23,28.14,38.12
24,28.14,38.12
24,28.14,38.12
24,28.38,38.12
24,28.14,38.12
24,27.91,38.12
25,27.67,38.12
25,28.38,38.12
25,28.61,37.63
25,28.38,38.12
25,27.67,38.12
26,28.38,38.12
26,28.61,37.63
26,28.14,38.12
26,28.14,37.63
26,28.14,37.63
27,28.38,38.12
27,28.61,38.12
27,28.38,37.63
27,28.14,38.12
27,27.91,38.12
28,28.14,38.12
28,28.38,37.63
28,27.91,37.63
28,28.14,38.12
28,27.67,37.63
29,27.91,37.63
29,28.38,37.63
29,27.91,38.12
29,28.61,38.12
29,28.38,38.12
30,28.14,37.63
30,27.91,38.12
30,28.38,38.12
30,28.38,38.12
30,28.14,38.12
31,28.38,37.63
31,28.61,37.63
31,28.38,38.12
31,28.61,37.63
31,28.14,37.63
32,27.67,38.12
32,28.38,38.12
32,27.91,38.12
32,28.38,37.63
32,28.14,37.63
33,28.61,38.12
33,28.14,37.63
33,28.38,38.12
33,27.91,38.12
33,28.14,38.12
34,27.91,38.12
34,28.38,38.12
34,28.14,38.12
34,28.14,38.12
34,28.38,38.12
35,27.91,37.63
35,27.67,38.12
35,27.91,38.12
35,28.38,38.12
35,27.44,37.63
36,28.38,37.63
36,28.14,38.12
36,28.14,37.63
36,28.38,37.63
36,28.38,38.12
37,28.14,38.12
37,28.38,38.12
37,27.67,38.12
37,28.38,38.12
37,28.38,38.12
38,28.38,38.12
38,28.14,38.12
38,28.14,38.12
38,27.91,37.15
38,28.14,37.63
39,28.38,38.12
39,28.38,39.10
39,28.38,38.12
39,28.38,37.63
39,28.14,37.63
40,28.61,38.12
40,28.38,38.12
40,28.61,38.12
40,28.61,38.12
40,27.67,38.12
41,28.85,37.63
41,28.14,38.12
41,28.38,38.12
41,28.38,37.63
41,27.91,38.12
42,28.61,37.63
42,28.14,38.12
42,28.38,38.12
42,28.38,38.12
42,28.14,37.63
43,28.14,38.12
43,28.61,38.12
43,28.61,39.10
43,27.91,37.63
43,28.61,38.12
44,28.14,38.12
44,27.91,37.63
44,27.91,38.12
44,28.14,37.63
44,28.61,38.12
45,28.61,37.63
45,28.38,38.12
45,28.61,37.63
45,28.61,37.63
45,28.14,38.12
46,28.61,37.63
46,28.38,37.63
46,27.91,37.63
46,28.61,38.12
46,28.61,38.12
47,28.38,38.12
47,28.61,37.63
47,28.14,38.12
47,28.14,37.63
47,27.91,37.63
48,28.61,37.63
48,28.61,38.12
48,28.14,38.12
48,28.38,38.12
48,28.14,38.12
49,28.14,38.12
49,28.38,38.12
49,28.61,38.12
49,28.61,38.12
49,28.38,38.12
50,28.38,38.12
50,28.61,38.12
50,28.38,37.63
50,28.14,37.63
50,28.14,38.12
51,28.61,38.12
51,28.14,38.12
51,28.38,38.12
51,28.61,38.12
51,28.61,38.12
52,28.38,38.12
52,28.38,37.63
52,28.38,37.63
52,28.61,38.12
52,28.14,38.12
53,28.61,38.12
53,28.38,37.63
53,28.38,37.63
53,28.38,37.63
53,28.61,38.12
54,28.61,38.12
54,28.61,37.63
54,28.38,38.12
54,28.85,37.63
54,28.38,37.63
55,28.14,38.12
55,28.85,38.12
55,28.38,37.63
55,28.38,38.12
55,28.38,37.63
56,28.61,37.63
56,28.85,38.12
56,28.38,38.12
56,28.38,38.12
56,28.38,38.12
57,28.38,38.12
57,28.38,37.63
57,28.14,38.12
57,28.85,38.12
57,28.61,38.12
58,28.14,38.12
58,28.61,38.12
58,28.85,37.63
58,28.38,38.12
58,28.61,37.63
59,28.61,37.63
59,28.61,37.63
59,28.61,37.63
59,28.38,38.12
59,28.14,37.63
60,28.14,37.63
60,28.61,38.12
60,28.85,37.63
60,28.38,38.12
60,28.38,37.63
61,28.85,37.63
61,28.61,37.63
61,28.61,38.12
61,28.85,38.61
61,28.85,37.63
62,28.85,37.63
62,28.38,38.12
62,28.38,38.12
62,28.61,37.63
62,28.61,38.12
63,28.85,38.12
63,28.14,38.12
63,28.61,37.63
63,28.38,38.12
63,28.38,38.12
64,28.61,38.12
64,28.14,38.12
64,28.38,38.12
64,28.85,38.12
64,28.38,37.63
65,28.61,38.12
65,28.38,38.12
65,28.14,37.63
65,28.14,37.63
65,28.61,37.63
66,28.14,38.12
66,28.61,37.63
66,28.61,37.63
66,28.61,38.12
66,28.61,37.63
67,28.38,37.63
67,28.61,38.12
67,28.85,37.63
67,28.38,37.63
67,28.14,38.12
68,28.38,38.12
68,28.14,38.12
68,28.85,37.63
68,28.38,38.12
68,28.61,37.63
69,28.38,37.63
69,28.61,38.12
69,28.14,37.63
69,28.38,38.12
69,28.38,38.12
70,28.38,37.63
70,27.91,37.63
70,27.91,37.63
70,28.38,38.12
71,28.61,38.12
71,28.61,38.12
71,28.14,37.63
71,28.61,38.12
71,28.14,37.63
72,28.14,37.63
72,28.38,37.63
72,28.85,38.12
72,28.85,37.63
72,28.61,38.12
73,28.61,38.12
73,28.38,37.63
73,28.61,37.63
73,28.38,37.63
73,28.61,38.12
74,28.61,37.63
74,28.61,37.63
74,28.38,37.63
74,28.14,37.63
74,28.14,38.12
75,28.85,38.12
75,28.61,38.12
75,28.61,37.63
75,28.85,37.63
75,28.61,37.63
76,28.38,38.12
76,28.61,37.63
76,28.38,38.12
76,28.61,37.63
76,28.14,37.63
77,28.14,37.63
77,28.85,38.12
77,28.61,37.63
77,27.91,38.12
77,28.61,38.12
78,28.38,37.63
78,28.61,37.63
78,28.61,37.63
78,28.38,37.63
78,28.61,37.63
79,28.38,36.66
79,28.61,38.12
79,28.85,37.63
79,28.85,38.12
79,28.38,37.63
80,28.85,38.12
80,28.38,37.63
80,28.61,38.12
80,29.08,38.12
80,28.61,38.12
81,28.38,37.63
81,28.61,37.63
81,28.38,37.63
81,28.85,37.63
81,29.08,37.63
82,28.61,38.12
82,28.38,37.63
82,29.08,37.63
82,29.31,37.63
82,29.08,37.63
83,28.61,37.63
83,29.08,37.63
83,28.85,37.63
83,28.61,37.63
83,28.61,37.63
84,28.38,37.63
84,28.85,38.12
84,28.85,38.12
84,28.61,38.12
84,28.85,37.63
85,28.85,38.12
85,28.38,37.63
85,28.85,38.12
85,29.08,37.63
85,28.85,38.12
86,29.08,38.12
86,28.85,37.63
86,29.08,37.63
86,29.08,37.63
86,28.61,37.63
87,29.08,38.12
87,28.85,37.63
87,29.31,38.12
87,28.85,38.12
87,29.31,37.63
88,29.08,37.63
88,28.85,37.63
88,29.31,37.63
88,29.08,38.12
88,29.08,37.63
89,29.08,37.63
89,29.31,37.63
89,29.08,37.63
89,29.31,37.63
89,29.55,37.63
90,29.55,37.63
90,29.31,37.15
90,29.55,38.12
90,29.31,37.63
90,29.31,37.63
91,29.08,37.63
91,29.55,37.63
91,28.85,37.63
91,29.55,38.12
91,29.55,37.63
92,29.55,37.63
92,29.08,37.63
92,29.55,37.63
92,29.55,37.63
92,29.55,37.63
93,29.55,38.12
93,29.55,37.63
93,29.55,37.63
93,29.31,37.15
93,29.55,37.63
94,29.55,38.12
94,29.08,38.12
94,29.08,38.12
94,29.55,37.63
94,29.31,37.63
95,29.78,37.63
95,29.55,38.12
95,29.31,37.63
95,29.78,37.63
95,29.55,37.63
96,29.78,38.12
96,29.55,37.63
96,29.55,38.12
96,29.78,37.63
96,29.55,38.12
97,29.55,37.63
97,29.31,37.63
97,30.02,37.63
97,29.78,38.12
97,29.55,38.12
98,29.55,38.12
98,29.31,37.63
98,29.78,37.63
98,29.55,37.15
98,29.78,37.63
99,29.78,37.63
99,29.55,37.63
99,29.31,37.63
99,29.31,37.63
99,29.78,38.12
100,29.31,37.63
100,29.31,38.12
100,29.31,38.12
100,29.55,38.12
100,29.78,36.66
101,29.55,37.63
101,29.08,37.63
101,29.08,37.63
101,29.55,38.12
101,29.55,38.12
102,30.02,38.12
102,29.31,37.63
102,29.08,37.63
102,29.31,38.12
102,29.55,37.63
103,29.31,38.12
103,29.55,37.63
103,29.55,37.63
103,29.55,37.15
103,29.55,37.63
104,29.31,37.63
104,29.78,38.12
104,29.31,37.63
104,29.31,37.63
104,29.55,37.63
105,29.31,37.63
105,29.55,37.63
105,29.55,37.63
105,29.78,37.15
105,29.55,38.12
106,29.08,37.63
106,29.31,37.63
106,29.55,38.12
106,29.31,37.63
106,29.55,38.12
107,29.55,37.63
107,29.55,37.63
107,29.31,37.63
107,29.55,37.63
107,29.55,37.63
108,29.55,38.12
108,29.31,37.63
108,29.55,37.63
108,29.31,37.63
108,29.55,38.12
109,29.55,37.63
109,29.08,37.63
109,29.31,37.63
109,28.85,37.63
109,29.55,38.12
110,29.55,38.12
110,29.31,38.12
110,29.31,38.12
110,29.31,38.12
110,29.55,37.63
111,29.55,38.12
111,29.31,37.63
111,29.08,37.63
111,29.31,37.63
111,29.55,37.63
112,29.55,37.63
112,29.55,37.63
112,29.55,38.12
112,29.55,37.63
112,29.31,37.63
113,29.31,37.63
113,29.08,37.63
113,29.31,38.12
113,29.55,38.12
113,29.55,38.12
114,29.31,37.63
114,29.55,37.63
114,29.08,37.63
114,29.55,37.63
114,29.55,37.63
115,29.31,37.15
115,29.08,37.63
115,29.31,37.63
115,29.78,37.63
115,29.55,38.12
116,29.31,37.63
116,29.55,37.63
116,29.31,37.63
116,29.31,37.63
116,29.55,37.63
117,29.55,37.63
117,29.78,37.63
117,29.31,37.63
117,29.78,38.12
117,29.55,37.63
118,29.55,37.63
118,29.31,37.63
118,29.55,38.12
118,29.08,37.63
118,29.55,37.63
119,30.02,37.63
119,29.55,38.12
119,29.78,37.63
119,29.55,38.12
119,29.31,37.63
120,29.78,37.63
120,29.78,37.63
120,29.78,37.63
120,29.31,37.63
120,29.31,38.12
121,29.78,37.63
121,29.55,38.12
121,28.85,37.63
121,29.31,37.63
121,28.85,37.63
122,29.31,37.63
122,29.55,37.63
122,28.85,37.63
122,29.31,37.63
122,29.55,37.63
123,29.55,37.63
123,29.31,37.63
123,29.55,37.63
123,29.31,38.12
123,29.08,37.63
124,29.31,37.63
124,29.55,37.63
124,29.31,37.63
124,29.31,37.63
124,29.78,38.12
125,29.08,37.63
125,29.31,37.63
125,29.31,37.63
125,29.55,37.63
125,29.55,37.63
126,29.55,37.63
126,29.55,37.63
126,29.55,37.63
126,29.31,37.63
126,28.85,37.63
127,29.08,38.12
127,29.55,38.12
127,29.31,37.63
127,29.55,37.63
127,29.31,37.63
128,29.31,38.12
128,29.55,37.63
128,28.85,37.63
128,29.55,37.63
128,29.55,37.63
129,29.31,37.63
129,29.55,37.63
129,29.08,38.12
129,29.31,38.12
129,29.55,37.63
130,29.78,37.63
130,29.31,37.15
130,29.55,37.63
130,29.55,37.15
130,29.08,37.63
131,29.55,37.63
131,29.31,37.63
131,29.55,37.63
131,29.31,38.12
131,29.08,37.63
132,29.31,38.12
132,29.31,38.12
132,29.31,37.63
132,29.31,37.63
132,29.31,37.63
133,29.08,37.63
133,28.85,37.63
133,29.08,38.12
133,29.31,37.63
133,29.31,37.63
134,29.08,37.63
134,29.31,38.12
134,29.55,37.63
134,28.85,37.63
134,29.31,38.12
135,28.85,38.12
135,29.55,37.63
135,29.08,37.63
135,29.55,37.63
135,29.55,37.63
136,29.31,37.63
136,29.08,37.63
136,29.31,37.15
136,29.08,38.12
136,29.55,37.63
137,28.85,37.63
137,29.55,37.63
137,29.08,37.63
137,29.31,37.63
137,29.55,37.63
138,29.31,37.63
138,29.08,37.63
138,29.08,37.15
138,29.55,38.12
138,29.31,37.63
139,29.55,37.63
139,28.61,37.63
139,29.78,37.63
139,29.31,37.63
139,29.08,37.63
140,29.31,37.63
140,29.08,37.63
140,29.31,37.63
140,29.55,37.15
140,28.85,37.63
141,29.08,38.12
141,29.08,37.63
141,29.08,37.63
141,29.31,37.15
141,29.08,37.63
142,29.31,37.15
142,29.08,37.63
142,28.85,37.63
142,29.08,37.15
142,29.31,37.63
143,29.31,38.12
143,29.08,37.15
143,29.55,37.63
143,29.55,37.63
143,29.08,37.63
144,28.61,37.63
144,29.31,37.63
144,28.85,37.63
144,29.08,37.63
144,28.85,37.63
145,29.08,37.63
145,29.55,37.63
145,29.08,37.63
145,29.08,38.12
145,29.31,37.63
146,29.08,37.63
146,29.31,37.15
146,29.55,37.63
146,28.85,37.15
146,29.31,37.63
147,29.31,37.63
147,29.31,37.15
147,28.85,37.15
147,29.31,37.63
147,28.85,37.63
148,29.08,37.63
148,29.55,37.63
148,29.31,37.63
148,29.31,37.63
148,29.31,37.63
149,29.31,37.63
149,28.85,37.63
149,29.08,37.63
149,29.31,37.15
149,28.85,37.63
150,29.08,37.15
150,29.31,37.63
150,29.31,37.15
150,29.08,37.63
150,29.55,37.63
151,29.31,37.63
151,29.31,37.63
151,29.31,37.63
151,29.08,37.63
151,29.08,36.66
152,29.55,37.63
152,29.08,37.63
152,29.08,38.12
152,29.31,37.15
152,29.31,37.63
153,29.55,38.12
153,29.08,37.15
153,29.31,37.63
153,28.85,37.15
153,29.31,37.63
154,29.08,37.15
154,29.08,37.63
154,29.31,37.63
154,29.08,37.63
154,29.55,37.15
155,28.85,37.63
155,28.85,37.63
155,29.08,37.15
155,29.31,37.63
155,29.31,37.63
156,29.55,37.63
156,29.08,37.63
156,29.08,37.63
156,28.85,37.15
156,28.85,37.15
157,29.08,37.63
157,28.61,37.63
157,28.85,36.66
157,29.08,37.63
157,29.08,37.63
158,29.08,37.63
158,29.31,37.63
158,29.08,37.63
158,29.31,36.66
158,28.85,37.63
159,29.08,37.63
159,29.08,37.63
159,29.31,37.15
159,29.08,37.63
159,29.31,37.15
160,28.85,37.63
160,29.31,37.15
160,29.31,37.63
160,29.08,37.63
160,28.85,37.63
161,29.31,37.63
161,29.08,37.63
161,29.55,37.63
161,29.08,36.66
161,29.08,37.63
162,28.85,38.12
162,28.85,37.63
162,29.31,37.63
162,29.31,37.63
162,29.31,37.63
163,29.31,37.63
163,29.08,37.63
163,28.85,37.63
163,29.08,37.63
163,28.85,37.15
164,29.31,37.63
164,28.85,37.15
164,29.31,38.12
164,29.31,37.63
164,29.08,37.63
165,28.61,37.63
165,28.85,37.63
165,29.31,37.15
165,29.08,37.63
165,29.08,37.63
166,29.31,37.15
166,29.55,37.63
166,29.08,37.63
166,28.85,37.63
166,29.08,37.15
167,29.31,37.63
167,29.31,37.15
167,29.31,37.63
167,29.31,37.63
167,29.31,37.63
168,29.55,37.63
168,29.08,37.15
168,28.85,37.63
168,29.31,37.63
168,29.55,37.63
169,28.85,37.63
169,29.55,37.63
169,29.55,37.63
169,29.08,37.63
169,29.08,37.15
170,29.55,37.63
170,29.55,37.63
170,28.85,37.63
170,29.55,37.15
170,29.55,37.15
171,29.31,37.63
171,29.31,37.63
171,28.85,37.63
171,29.55,37.63
171,29.55,37.63
172,29.31,37.15
172,29.08,37.63
172,28.85,37.63
172,29.31,37.63
172,29.55,38.12
173,29.08,37.63
173,29.08,37.63
173,29.31,36.66
173,29.31,37.63
173,29.31,37.63
174,29.31,37.63
174,29.31,37.63
174,29.55,37.63
174,29.31,37.15
174,29.31,37.63
175,29.31,37.63
175,29.31,37.63
175,29.55,38.12
175,29.31,37.63
175,29.55,37.63
176,28.85,37.63
176,29.31,37.63
176,28.85,37.15
176,29.31,36.66
176,28.85,37.63
177,28.61,37.63
177,29.08,37.15
177,29.55,37.15
177,29.08,37.63
177,29.31,37.15
178,29.31,37.63
178,29.78,37.63
178,29.31,37.15
178,29.55,37.15
178,28.85,37.63
179,29.31,37.15
179,29.08,37.63
179,29.08,37.63
179,29.55,37.63
179,28.85,37.63
180,29.55,37.15
180,29.08,37.63
180,29.55,37.63
180,28.85,37.15
180,29.55,37.15
181,29.31,37.63
181,29.08,36.66
181,29.31,36.66
181,29.78,37.63
181,29.31,37.15
182,29.55,36.66
182,29.31,37.63
182,29.08,37.63
182,29.55,37.63
182,29.55,36.66
183,29.55,37.63
183,29.08,37.63
183,29.31,37.63
183,28.61,37.63
183,29.78,37.15
184,29.55,37.63
184,29.31,37.15
184,29.31,37.63
184,29.55,37.63
184,29.31,37.15
185,29.31,37.15
185,29.08,37.63
185,29.31,37.15
185,29.08,37.15
185,29.31,37.15
186,29.31,37.15
186,29.31,37.15
186,29.55,36.66
186,29.55,37.15
186,29.31,37.15
187,29.08,37.63
187,29.31,37.63
187,29.31,37.63
187,29.31,37.63
187,29.31,37.15
188,29.31,36.66
188,29.55,37.15
188,29.55,37.63
188,29.55,37.15
188,29.31,37.63
189,29.08,37.15
189,29.55,37.63
189,29.55,37.15
189,29.31,37.63
189,29.31,37.15
190,29.31,37.63
190,29.08,37.15
190,29.78,37.15
190,29.55,37.63
190,29.55,37.15
191,29.08,37.63
191,29.08,37.15
191,28.85,37.15
191,29.08,37.63
191,29.31,37.63
192,29.55,37.15
192,29.55,37.15
192,29.31,37.63
192,29.31,37.63
192,29.55,37.15
193,28.85,37.63
193,29.08,37.63
193,29.08,37.63
193,29.55,37.15
193,29.55,37.15
194,29.08,36.66
194,29.55,37.15
194,29.55,37.63
194,29.31,37.63
194,29.31,37.15
195,29.31,37.15
195,29.55,37.63
195,29.31,36.66
195,29.78,37.63
195,29.31,37.63
196,29.55,37.15
196,29.31,37.15
196,29.55,37.15
196,29.31,37.63
196,29.78,37.63
197,29.31,37.63
197,29.08,37.63
197,29.55,37.15
197,29.31,37.15
197,29.55,37.63
198,29.78,37.63
198,29.78,36.66
198,29.31,37.63
198,29.78,37.15
198,29.31,37.15
199,29.78,37.63
199,29.08,37.15
199,29.31,37.63
199,29.31,37.15
199,29.31,37.63
200,29.78,37.15
200,29.31,37.63
200,29.31,38.12
200,29.78,37.63
200,29.78,37.15
201,29.78,37.15
201,30.02,37.15
201,30.02,37.63
201,29.31,37.15
201,30.02,37.63
202,29.78,37.15
202,29.31,37.63
202,29.55,37.63
202,29.31,37.63
202,29.78,37.63
203,29.78,37.63
203,29.55,37.15
203,29.31,37.63
203,29.78,36.66
203,29.78,37.15
204,29.55,37.63
204,29.78,37.63
204,30.25,37.63
204,29.55,37.15
204,29.78,37.63
205,29.78,37.15
205,30.02,36.66
205,29.08,37.15
205,29.55,37.63
205,29.78,37.15
206,30.02,36.66
206,29.55,37.15
206,30.02,37.63
206,29.78,37.63
206,30.02,37.15
207,30.02,37.63
207,30.02,37.63
207,29.78,37.63
207,29.78,38.12
207,30.02,36.66
208,30.02,37.63
208,30.25,37.63
208,29.31,37.63
208,29.78,37.15
208,30.02,37.63
209,29.55,36.66
209,29.78,37.63
209,30.02,37.63
209,29.78,36.66
209,29.31,37.63
210,29.55,37.15
210,29.78,37.15
210,30.25,37.63
210,30.02,37.63
210,29.55,37.63
211,29.55,36.66
211,29.78,37.63
211,29.55,36.66
211,29.78,37.15
211,29.55,37.15
212,29.78,37.63
212,29.78,37.15
212,29.78,37.63
212,30.02,37.63
212,30.02,36.66
213,29.78,37.15
213,29.78,37.15
213,30.02,37.63
213,29.55,37.15
213,29.31,37.63
214,29.55,37.63
214,29.55,37.63
214,30.25,37.15
214,30.25,37.63
214,29.78,37.15
215,29.78,37.15
215,30.25,37.15
215,30.25,36.66
215,30.02,36.66
215,29.78,37.15
216,30.02,37.15
216,29.78,37.15
216,29.78,37.63
216,29.78,36.66
216,29.78,36.66
217,30.02,37.63
217,30.02,37.63
217,29.78,36.66
217,29.55,37.63
217,30.02,37.63
218,30.25,37.15
218,30.25,36.66
218,30.25,37.15
218,30.25,37.63
218,30.25,37.15
219,30.25,37.15
219,29.78,37.15
219,30.25,36.66
219,30.49,36.66
219,30.25,37.15
220,30.25,36.66
220,29.78,37.63
220,30.25,36.66
220,30.25,37.63
220,30.02,37.15
221,30.25,37.63
221,29.78,37.63
221,29.55,37.63
221,30.49,37.63
221,30.49,36.66
222,30.02,36.66
222,30.02,36.66
222,30.02,37.15
222,30.02,37.15
222,30.25,37.15
223,30.02,37.15
223,29.78,36.66
223,30.49,37.15
223,30.02,37.15
223,29.78,36.66
224,30.02,37.15
224,30.25,36.66
224,30.02,37.15
224,29.78,37.63
224,29.78,37.15
225,30.02,37.15
225,30.49,37.15
225,30.02,37.15
225,30.25,37.15
225,30.25,37.15
Tempo,Temp In (C),Temp Amb (C)
3,-0.23,37.63
3,27.91,37.15
3,27.67,36.66
3,28.14,37.15
4,28.14,37.15
4,28.38,38.12
4,28.61,37.15
4,28.38,37.63
4,28.61,37.15
5,28.38,36.66
5,28.85,37.63
5,28.38,37.63
5,28.38,37.63
5,28.85,37.15
6,28.61,37.63
6,28.85,37.15
6,29.08,36.66
6,29.08,38.12
6,29.08,37.15
7,28.85,37.15
7,28.61,37.15
7,29.08,37.63
7,29.08,36.66
7,29.08,37.63
8,28.85,37.15
8,28.61,37.63
8,28.85,37.15
8,28.85,36.66
8,29.31,37.15
9,28.85,37.15
9,28.14,37.15
9,28.61,36.66
9,29.31,37.15
9,28.85,37.63
10,29.08,37.15
10,29.08,36.66
10,29.31,37.63
10,28.85,37.63
10,29.08,37.63
11,29.08,37.63
11,29.31,37.63
11,28.85,37.15
11,28.85,36.66
11,29.55,37.63
12,29.08,37.63
12,29.31,37.63
12,28.61,37.63
12,29.31,36.66
12,28.85,37.15
13,29.08,37.15
13,29.08,37.63
13,28.85,37.63
13,29.08,37.15
13,29.31,37.15
14,29.55,36.66
14,28.61,37.63
14,28.85,37.15
14,29.08,37.63
14,29.08,37.63
15,29.31,37.15
15,29.55,37.15
15,29.08,37.63
15,29.31,37.63
15,29.31,37.15
16,29.08,37.15
16,29.31,37.63
16,29.08,37.15
16,28.61,37.63
16,29.55,37.63
17,29.31,37.15
17,29.08,37.15
17,28.85,37.15
17,29.55,37.15
17,29.55,37.15
18,29.31,37.15
18,29.31,36.66
18,28.85,36.66
18,28.85,36.66
18,28.38,37.63
19,28.85,37.63
19,29.31,37.63
19,29.08,37.63
19,28.61,36.66
19,29.31,37.63
20,29.31,37.15
20,29.08,37.15
20,29.31,37.15
20,29.08,36.66
20,28.38,37.15
21,29.31,36.66
21,29.08,37.15
21,29.08,37.15
21,29.08,37.63
21,28.85,38.12
22,29.31,37.15
22,29.31,37.63
22,28.61,37.63
22,29.31,36.66
22,29.08,37.63
23,28.85,37.63
23,29.08,37.15
23,29.08,37.15
23,29.08,37.15
23,29.31,37.15
24,29.08,37.15
24,29.55,36.66
24,29.08,36.66
24,29.08,36.66
24,28.85,37.63
25,29.08,37.15
25,29.08,37.63
25,29.31,37.63
25,29.08,36.66
25,28.85,37.15
26,29.08,37.15
26,29.08,36.66
26,29.08,37.63
26,29.31,37.15
26,29.31,37.15
27,29.31,37.15
27,28.38,37.63
27,28.85,37.15
27,29.08,37.63
27,29.08,37.15
28,29.08,37.15
28,29.55,37.63
28,29.31,37.63
28,29.31,37.15
28,29.55,37.15
29,29.31,36.66
29,29.31,37.15
29,29.31,37.15
29,29.31,36.66
29,29.08,37.63
30,29.31,37.63
30,29.55,37.15
30,29.78,37.15
30,29.55,36.66
30,29.55,36.66
31,29.31,36.66
31,29.55,37.15
31,29.31,37.63
31,28.85,36.66
31,28.85,37.63
32,28.85,36.66
32,29.31,37.15
32,29.31,37.15
32,29.55,36.66
32,29.31,37.15
33,29.08,37.15
33,29.55,36.66
33,29.31,36.66
33,29.31,36.66
33,29.55,37.15
34,29.55,37.63
34,29.31,37.15
34,29.31,37.15
34,29.55,37.15
34,29.55,37.15
35,29.55,37.15
35,29.31,36.66
35,29.55,37.15
35,29.08,37.15
35,29.78,37.15
36,29.08,37.15
36,29.08,37.63
36,28.85,36.66
36,28.85,36.66
36,29.55,37.15
37,29.08,37.63
37,29.55,37.15
37,29.55,37.15
37,29.55,37.63
37,29.08,37.63
38,29.55,37.15
38,29.08,37.15
38,29.31,37.15
38,28.85,37.63
38,29.55,37.63
39,29.55,36.66
39,29.55,37.15
39,29.31,36.66
39,29.08,37.15
39,29.55,37.15
40,29.55,37.15
40,29.55,36.66
40,29.55,36.66
40,29.31,37.15
40,29.08,36.66
41,29.31,37.63
41,29.31,37.63
41,29.55,37.15
41,29.08,37.63
41,29.31,37.15
42,29.08,37.15
42,29.31,37.63
42,29.31,37.15
42,29.31,37.15
42,29.55,37.63
43,29.31,37.15
43,29.08,37.63
43,29.08,37.63
43,29.31,37.63
43,29.78,37.15
44,29.55,37.15
44,29.31,37.15
44,29.55,37.15
44,29.55,37.15
44,29.55,37.15
45,29.55,37.63
45,29.31,37.15
45,29.55,37.15
45,29.31,37.63
45,29.08,37.63
46,29.31,37.63
46,29.08,36.66
46,29.31,36.66
46,29.55,37.63
46,29.55,37.63
47,29.08,37.63
47,29.31,37.63
47,29.78,37.63
47,29.31,37.15
47,29.08,37.15
48,29.55,37.63
48,29.31,37.15
48,29.55,36.66
48,29.31,37.63
48,29.31,37.15
49,29.08,37.15
49,29.31,36.66
49,29.55,37.15
49,29.08,37.63
49,29.31,37.15
50,29.31,37.15
50,29.08,36.66
50,29.31,36.66
50,29.55,37.15
50,29.08,37.15
51,28.85,37.15
51,29.08,36.66
51,29.31,37.15
51,29.08,37.15
51,29.55,37.63
52,28.85,36.66
52,29.31,37.15
52,29.08,37.15
52,29.78,37.15
52,29.31,37.63
53,29.31,37.63
53,29.31,37.63
53,29.78,37.15
53,29.31,37.15
53,29.31,36.66
54,29.31,37.63
54,29.31,37.15
54,29.31,37.15
54,29.31,37.63
54,29.55,37.15
55,29.55,37.63
55,29.31,37.63
55,28.85,37.63
55,29.08,37.15
55,29.31,37.15
56,29.31,36.66
56,29.31,37.63
56,29.08,37.15
56,29.08,37.63
56,29.55,37.15
57,29.55,37.15
57,29.31,38.12
57,29.55,37.63
57,29.55,37.15
57,29.31,37.15
58,29.31,37.15
58,29.08,36.66
58,29.31,37.15
58,29.08,37.15
58,29.08,37.15
59,29.08,37.63
59,29.55,37.63
59,29.31,37.15
59,29.78,37.15
